retweet_count,mention_count,follower_count,verified,tweet_length,username_length,hashtag_count,has_hashtag,account_age_days
1.199224072246715,-0.885992932895695,-0.915548497963759,-1.0001600128020482,1.2368521671671178,-1.6402895803366757,-1.4626957183349818,-2.234834462266091,1.359161265835578
0.17115323327243764,1.4551785418313292,1.6078003727444035,0.9998400127979523,0.8725839271335284,1.4328332985274859,-0.2926608272956644,0.4474604347142625,-1.212667672418702
-1.5080291370522152,-0.30070006421393897,-0.21732007971989803,0.9998400127979523,-0.09879804628937669,0.06700090792119186,-0.2926608272956644,0.4474604347142625,-0.9078172594790782
0.1368842053066284,1.4551785418313292,-0.9541073807623006,0.9998400127979523,-0.8273345263565555,-1.2988314826851022,0.8773740637436529,0.4474604347142625,0.08433226626987893
-0.8226485777360304,0.28459280446781704,1.1982425095058402,-1.0001600128020482,-2.0415619931351867,-1.2988314826851022,-0.2926608272956644,0.4474604347142625,1.436759552765664
-0.30861315824889174,0.8698856731495731,-0.4156725308727561,0.9998400127979523,-0.09879804628937669,-0.9573733850335286,1.4623915092633115,0.4474604347142625,-1.664400557047417
0.1368842053066284,-1.471285801577451,-1.7294535646032447,0.9998400127979523,-1.3737368864069395,-0.2744571897303817,-0.8776782728153231,0.4474604347142625,0.6552339486840834
0.4795744849647208,-1.471285801577451,-1.2320092387698076,-1.0001600128020482,-0.888045899695487,0.7499171032243389,0.2923566182239943,0.4474604347142625,-0.7526206856189062
-0.8569176057018396,-0.30070006421393897,-1.442519896210494,-1.0001600128020482,-1.738005126440529,1.4328332985274859,-1.4626957183349818,-2.234834462266091,-0.2676313923058684
0.5823815688621485,0.28459280446781704,0.5330149369003705,-1.0001600128020482,0.5690270604388705,0.4084590055727654,-0.2926608272956644,0.4474604347142625,-0.8828749529658363
0.23969128920405613,0.8698856731495731,1.2871711040682423,-1.0001600128020482,-1.0094686463733502,0.7499171032243389,-1.4626957183349818,-2.234834462266091,1.0515394855055942
-0.7198414938386026,-0.885992932895695,0.34647331471283155,0.9998400127979523,-0.22022079296723981,0.7499171032243389,0.8773740637436529,0.4474604347142625,0.5138942117757124
0.34249837310148384,-0.30070006421393897,0.6219435314627727,-1.0001600128020482,-0.888045899695487,-1.6402895803366757,-1.4626957183349818,-2.234834462266091,0.25615704447221227
0.37676740106729306,-1.471285801577451,0.37669514177114793,0.9998400127979523,-0.9487572730344186,-0.6159152873819552,0.8773740637436529,0.4474604347142625,-1.6810287613895782
-0.9939937175650766,-0.30070006421393897,-0.04953683294786577,-1.0001600128020482,-1.4344482597458712,-0.2744571897303817,0.2923566182239943,0.4474604347142625,0.8353728290574973
0.9593408764860502,-0.885992932895695,-0.9193696485113623,-1.0001600128020482,0.8725839271335284,0.06700090792119186,-0.2926608272956644,0.4474604347142625,0.7439177051756102
0.4795744849647208,1.4551785418313292,0.6803029216443491,-1.0001600128020482,-1.191602766390145,1.4328332985274859,0.2923566182239943,0.4474604347142625,-0.5946527443683739
-0.24007510231727328,0.8698856731495731,1.026985489508714,-1.0001600128020482,0.4476043137610074,0.4084590055727654,-0.2926608272956644,0.4474604347142625,-1.2320672441512235
-0.37715121418051023,-1.471285801577451,1.152041325612092,0.9998400127979523,-0.2809321663061714,-0.2744571897303817,0.8773740637436529,0.4474604347142625,0.6995758269298468
-1.4394910811205968,-0.30070006421393897,-1.296621420756553,-1.0001600128020482,-1.1308913930512132,-0.2744571897303817,0.8773740637436529,0.4474604347142625,-1.2708663876162665
-0.8226485777360304,0.8698856731495731,-1.5060899462297113,0.9998400127979523,0.9940066738113915,2.79866568913378,-1.4626957183349818,-2.234834462266091,1.4173599810331425
1.1649550442809056,0.8698856731495731,0.16583710700795207,-1.0001600128020482,1.4189862871839125,0.7499171032243389,-1.4626957183349818,-2.234834462266091,1.5614710853318738
1.2334931002125242,-0.885992932895695,0.04946570396730856,0.9998400127979523,-0.5237776596618976,-0.9573733850335286,0.2923566182239943,0.4474604347142625,0.12867414451564238
0.17115323327243764,-1.471285801577451,0.10053017037618794,-1.0001600128020482,1.7225431538785703,-0.9573733850335286,-0.2926608272956644,0.4474604347142625,1.12636640504532
